Jahr;GKZ;Geschlecht;erwerbsalter;gruppe_5;gruppe_15;Anzahl
2015;20425;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2004;20727;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2015;20428;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2008;20307;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2012;20627;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2012;20630;männlich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;5
2012;20630;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;5
2016;20803;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2009;20305;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;5
2009;20305;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2010;20727;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2011;20635;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;5
2012;20630;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;5
2015;20442;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2006;20201;weiblich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;5
2006;20201;weiblich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;5
2015;20808;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2012;20630;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2012;20630;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2015;20620;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2015;20502;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2004;20306;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2010;20801;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2006;20421;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;5
2006;20608;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2004;20635;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;5
2010;20810;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2009;20316;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2015;20505;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;5
2004;20635;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;5
2008;20307;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2008;20307;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2008;20307;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;5
2009;20425;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2009;20807;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2004;20501;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;5
2012;20803;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2004;20801;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;5
2004;20402;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2012;20803;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2006;20402;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2004;20801;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2012;20803;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;5
2013;20419;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2015;20620;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2009;20810;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2013;20419;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2009;20527;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;5
2009;20403;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2009;20527;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;5
2013;20421;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2004;20307;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2012;20635;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;5
2007;20804;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2016;20905;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2004;20803;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;5
2006;20403;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;5
2015;20817;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;5
2015;20817;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;5
2004;20501;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2007;20442;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2011;20722;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2009;20817;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;5
2016;20913;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;5
2016;20913;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;5
2009;20530;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2008;20402;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2016;20913;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2008;20402;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2009;20530;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2003;20913;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2005;20636;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2016;20918;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2012;20804;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2012;20804;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2016;20918;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2015;20901;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2016;20923;männlich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;5
2011;20635;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;5
2011;20635;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2008;20402;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2009;20432;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2008;20402;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2016;20923;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;5
2016;20923;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;5
2015;20901;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2011;20402;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;5
2011;20724;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;5
2015;20901;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2009;20905;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2015;20515;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2006;20424;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2016;21002;männlich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;5
2006;20403;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2007;20804;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2008;20403;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2011;20627;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2011;20724;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2010;20817;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;5
2009;20412;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2015;20905;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2003;20719;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2003;20705;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2013;20442;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;5
2009;20909;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2015;20909;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2011;20402;weiblich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;5
2007;20913;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;5
2013;20442;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2013;20501;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2007;20913;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2016;21009;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2003;20608;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2017;20201;männlich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;5
2017;20201;weiblich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;5
2007;20913;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;5
2009;20913;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;5
2008;20405;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2004;20307;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;5
2008;20405;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2017;20305;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;5
2017;20305;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2017;20305;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;5
2009;20914;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2007;20913;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;5
2015;20630;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2011;20402;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2017;20307;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;5
2015;20913;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;5
2013;20504;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2017;20307;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2017;20307;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2017;20307;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;5
2015;20913;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2003;20418;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2006;20405;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;5
2015;20913;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2011;20726;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2017;20402;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2007;20914;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;5
2017;20403;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2012;20634;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2017;20405;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2009;21002;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;5
2009;21002;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2010;20813;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;5
2015;20923;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;5
2017;20414;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2009;21002;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;5
2017;20415;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2009;21003;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2011;20630;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2006;20630;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2017;20417;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2006;20307;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2006;20630;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;5
2007;20442;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2015;20515;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2006;20405;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2015;21002;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;5
2011;20403;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2017;20421;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2007;20530;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2003;20711;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;5
2009;21009;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2011;20637;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2004;20808;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2013;20520;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2011;20630;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;5
2005;20643;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2015;20634;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;5
2017;20442;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2008;20418;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2003;20817;männlich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;5
2015;21005;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2012;20711;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;5
2010;20201;männlich;15 bis 64 Jahre;30 bis 34 Jahre;30 bis 49 Jahre;5
2007;20918;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2015;20634;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2017;20505;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;5
2011;20804;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2017;20505;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2013;20527;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;5
2010;20201;weiblich;65 Jahre und älter;100 Jahre und älter;85 Jahre und älter;5
2011;20804;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2007;20505;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2008;20419;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2003;20918;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2008;20419;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2010;20305;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;5
2012;20711;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2010;20305;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2008;20421;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;5
2008;20421;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2013;20534;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;5
2015;21009;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2017;20523;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2017;20523;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2010;20306;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2017;20527;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;5
2011;20405;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;5
2017;20527;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2003;20923;männlich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;5
2017;20530;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2017;20530;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2010;20817;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2008;20421;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;5
2006;20634;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2012;20817;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;5
2015;20534;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2016;20101;weiblich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;5
2017;20603;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2011;20808;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2011;20808;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2006;20635;weiblich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;5
2006;20635;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;5
2017;20605;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2004;20640;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2010;20402;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2005;20702;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2010;20402;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2005;20702;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2013;20608;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2003;20405;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;5
2015;20635;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;5
2016;20201;weiblich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;5
2005;20442;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2012;20817;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;5
2006;20637;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2003;20923;weiblich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;5
2006;20637;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2006;20501;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2005;20442;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2017;20624;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2017;20624;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;5
2013;20616;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2016;20305;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2010;20412;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2007;20601;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2006;20640;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2017;20630;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;5
2007;20201;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;5
2006;20501;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2010;20414;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2016;20306;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2008;20442;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2007;20201;weiblich;65 Jahre und älter;100 Jahre und älter;85 Jahre und älter;5
2005;20705;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2004;20523;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;5
2013;20620;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;5
2016;20306;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2011;20813;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;5
2008;20442;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2017;20634;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;5
2017;20634;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2017;20634;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2004;20813;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2011;20640;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2010;20810;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2017;20635;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;5
2008;20501;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2017;20637;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2007;20923;weiblich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;5
2013;20627;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2011;20640;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2015;20512;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2011;20815;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2006;20643;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2010;20418;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2013;20627;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2013;20627;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2009;20502;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2005;20501;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2017;20640;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2008;20502;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2004;20815;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2006;20918;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2007;20923;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;5
2013;20630;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2010;20421;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2005;20415;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2010;20421;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2004;20711;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
2006;20923;weiblich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;5
2007;20923;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;5
2006;20923;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;5
2003;20403;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2017;20702;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;5
2007;20817;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;5
2004;20711;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;5
2017;20702;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;5
2010;20421;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;5
2011;20817;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;5
2016;20402;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;5
